        1	2022-11-30 14:34:39	1	0	1	0
        5	2022-11-30 14:42:21	1	0	1	0
        6	2022-11-30 14:42:59	1	0	1	0
        8	2022-11-30 14:44:15	1	0	1	0
        7	2022-11-30 14:45:42	1	0	1	0
        3	2022-11-30 14:46:31	1	0	1	0
        1	2022-11-30 20:55:32	1	1	1	0
        9	2022-11-30 21:02:42	1	1	1	0
        8	2022-11-30 21:03:05	1	1	1	0
        7	2022-11-30 21:06:48	1	0	1	0
        2	2022-12-01 03:59:02	1	0	1	0
        6	2022-12-01 07:05:22	1	0	1	0
        8	2022-12-01 07:06:07	1	0	1	0
        5	2022-12-01 07:15:18	1	0	1	0
        7	2022-12-01 07:22:10	1	0	1	0
        3	2022-12-01 07:43:11	1	0	1	0
        4	2022-12-01 07:53:41	1	0	1	0
        9	2022-12-01 08:29:51	1	0	1	0
        1	2022-12-01 17:22:22	1	0	1	0
        5	2022-12-01 20:24:41	1	0	1	0
        4	2022-12-01 20:30:42	1	0	1	0
        9	2022-12-01 20:32:50	1	1	1	0
        6	2022-12-01 20:44:51	1	1	1	0
        3	2022-12-01 20:44:59	1	1	1	0
        2	2022-12-01 21:28:15	1	0	1	0
        7	2022-12-01 21:32:20	1	0	1	0
        8	2022-12-01 22:08:02	1	0	1	0
        2	2022-12-02 03:59:03	1	0	1	0
        7	2022-12-02 06:35:09	1	0	1	0
        8	2022-12-02 06:44:48	1	0	1	0
        6	2022-12-02 07:02:57	1	0	1	0
        5	2022-12-02 07:20:46	1	0	1	0
        9	2022-12-02 08:27:26	1	0	1	0
        3	2022-12-02 08:32:20	1	0	1	0
        9	2022-12-02 20:14:40	1	1	1	0
        5	2022-12-02 20:18:42	1	0	1	0
        2	2022-12-02 20:28:06	1	0	1	0
        2	2022-12-02 20:28:09	1	0	1	0
        6	2022-12-02 20:50:29	1	1	1	0
        6	2022-12-02 20:50:31	1	1	1	0
        3	2022-12-02 20:59:09	1	1	1	0
        7	2022-12-02 21:23:16	1	0	1	0
        2	2022-12-03 03:59:37	1	0	1	0
        8	2022-12-03 06:45:01	1	0	1	0
        5	2022-12-03 07:06:23	1	0	1	0
        6	2022-12-03 07:12:11	1	0	1	0
        3	2022-12-03 07:54:47	1	0	1	0
        9	2022-12-03 08:09:40	1	0	1	0
        7	2022-12-03 09:25:24	1	0	1	0
        6	2022-12-03 20:23:37	1	1	1	0
        9	2022-12-03 20:26:20	1	1	1	0
        3	2022-12-03 20:54:23	1	1	1	0
        8	2022-12-03 20:54:36	1	1	1	0
        7	2022-12-03 21:26:56	1	0	1	0
        5	2022-12-03 21:32:54	1	0	1	0
        2	2022-12-03 22:09:35	1	0	1	0
        2	2022-12-04 05:25:17	1	0	1	0
        5	2022-12-04 07:24:04	1	0	1	0
        8	2022-12-04 07:38:35	1	0	1	0
        6	2022-12-04 07:52:36	1	0	1	0
        7	2022-12-04 09:01:25	1	0	1	0
        3	2022-12-04 10:53:02	1	0	1	0
        6	2022-12-04 20:18:08	1	1	1	0
        3	2022-12-04 20:31:05	1	1	1	0
        5	2022-12-04 20:55:12	1	0	1	0
        7	2022-12-04 21:48:26	1	0	1	0
        2	2022-12-05 06:05:52	1	0	1	0
        6	2022-12-05 07:15:21	1	0	1	0
        5	2022-12-05 07:20:27	1	0	1	0
        7	2022-12-05 07:22:52	1	0	1	0
        9	2022-12-05 08:00:22	1	0	1	0
        8	2022-12-05 08:13:58	1	0	1	0
        9	2022-12-05 20:05:56	1	1	1	0
        2	2022-12-05 20:28:05	1	0	1	0
        7	2022-12-05 20:39:16	1	0	1	0
        5	2022-12-05 20:48:25	1	0	1	0
        8	2022-12-05 20:48:38	1	0	1	0
        6	2022-12-05 21:17:57	1	1	1	0
        2	2022-12-06 05:00:07	1	0	1	0
        7	2022-12-06 06:24:32	1	0	1	0
        5	2022-12-06 07:20:55	1	0	1	0
        6	2022-12-06 07:30:53	1	0	1	0
        9	2022-12-06 08:07:56	1	0	1	0
        8	2022-12-06 08:11:38	1	0	1	0
        9	2022-12-06 20:01:54	1	0	1	0
        9	2022-12-06 20:02:13	1	1	1	0
        5	2022-12-06 20:10:04	1	0	1	0
        2	2022-12-06 20:30:21	1	0	1	0
        6	2022-12-06 21:11:41	1	1	1	0
        2	2022-12-07 04:00:00	1	0	1	0
        8	2022-12-07 04:05:33	1	0	1	0
        5	2022-12-07 06:53:40	1	0	1	0
        7	2022-12-07 06:58:52	1	0	1	0
        6	2022-12-07 07:20:21	1	0	1	0
        3	2022-12-07 08:01:20	1	0	1	0
        9	2022-12-07 08:12:47	1	0	1	0
        5	2022-12-07 20:08:14	1	0	1	0
        7	2022-12-07 20:08:39	1	0	1	0
        6	2022-12-07 20:12:13	1	1	1	0
        3	2022-12-07 20:19:12	1	1	1	0
        2	2022-12-07 20:27:20	1	0	1	0
        8	2022-12-07 20:39:14	1	0	1	0
        2	2022-12-08 04:04:24	1	0	1	0
        8	2022-12-08 05:30:48	1	0	1	0
        7	2022-12-08 07:11:42	1	0	1	0
        5	2022-12-08 07:14:49	1	0	1	0
        6	2022-12-08 07:17:39	1	0	1	0
        3	2022-12-08 07:26:58	1	0	1	0
        9	2022-12-08 08:10:31	1	0	1	0
        1	2022-12-08 09:12:53	1	0	1	0
        9	2022-12-08 20:01:02	1	1	1	0
        6	2022-12-08 20:07:05	1	1	1	0
        3	2022-12-08 20:12:53	1	1	1	0
        5	2022-12-08 20:32:55	1	0	1	0
        2	2022-12-08 20:48:03	1	0	1	0
        8	2022-12-08 23:29:14	1	0	1	0
        8	2022-12-09 04:22:40	1	0	1	0
        2	2022-12-09 04:26:47	1	0	1	0
        5	2022-12-09 06:51:11	1	0	1	0
        3	2022-12-09 07:21:00	1	0	1	0
        6	2022-12-09 07:22:19	1	0	1	0
        7	2022-12-09 08:05:20	1	0	1	0
        9	2022-12-09 08:14:23	1	0	1	0
        1	2022-12-09 11:03:36	1	0	1	0
        9	2022-12-09 20:01:03	1	0	1	0
        9	2022-12-09 20:01:06	1	0	1	0
        9	2022-12-09 20:01:16	1	1	1	0
        6	2022-12-09 20:23:11	1	1	1	0
        5	2022-12-09 20:27:09	1	0	1	0
        3	2022-12-09 20:27:22	1	1	1	0
        5	2022-12-09 20:27:37	1	1	1	0
        7	2022-12-09 20:32:53	1	0	1	0
        8	2022-12-09 21:03:56	1	0	1	0
        2	2022-12-10 04:20:48	1	0	1	0
        8	2022-12-10 04:28:31	1	0	1	0
        5	2022-12-10 07:18:07	1	0	1	0
        6	2022-12-10 07:20:58	1	0	1	0
        3	2022-12-10 08:16:53	1	0	1	0
        9	2022-12-10 08:18:13	1	0	1	0
        7	2022-12-10 08:27:32	1	0	1	0
        9	2022-12-10 20:20:03	1	1	1	0
        5	2022-12-10 20:26:26	1	1	1	0
        7	2022-12-10 20:31:36	1	0	1	0
        3	2022-12-10 20:46:00	1	1	1	0
